FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean
0.5419041762003776,0.220542855029659,0.2352527496933212,0.7007758782932998,0.0
0.5514502606496254,0.20278323272621596,0.19574402431899518,0.5907597884482512,0.26309116086389306
0.05917496592810206,0.9109842981661093,0.9108512439846584,0.0845603785977021,0.4441537427515838
0.04005331613852203,0.8417390065368712,0.939654058157744,0.05723575034892309,0.4654724062394675
0.042797302719166486,0.8377759354000117,0.9355206173410274,0.061156877137711285,0.4654724062394675
0.046951967342191925,0.8317754775024098,0.9292622759488561,0.06709384740815233,0.4654724062394675
0.7787975039198741,0.0,0.0,0.8624956602879243,0.8683576682726339
0.021023366603084126,0.869226039478397,0.9683223553818481,0.030042160759586267,0.4654724062394675
0.05365666222160603,0.8220924787287185,0.919163036337357,0.07667478300301495,0.4654724062394675
0.03294177286810973,0.8520103699103303,0.9503669868738395,0.04707343285657911,0.4654724062394675
0.01622741769078978,0.876153994951714,0.9755481327274581,0.02318880225910841,0.4654724062394675
0.7080232825217699,0.0,0.0,0.8303372967766407,0.09589090699641489
0.8725197455033306,0.0,0.0,0.8265838517458675,0.31912844140178986
0.5421829895543882,0.220542855029659,0.23268520371439305,0.7011742990686132,0.0
0.1658004749916313,0.7337627717950355,0.7502698037262604,0.2369270639548106,0.4854244946191413
0.03618173260818436,0.9477323744146339,0.9454861551835839,0.05170329986140171,0.07654507512652531
0.014162672391266118,0.8791368180181544,0.9786590276273415,0.020238303826246085,0.4654724062394675
0.0409628470051836,0.8404253901336435,0.9382840166059392,0.05853546000189763,0.4654724062394675
0.0386623314887764,0.8437479455216327,0.9417494669191072,0.05524804850978732,0.4654724062394675
0.02704434783125831,0.9077682666638438,0.9592513606495182,0.03864607703057604,0.07252737120661545
0.03575006966679134,0.8479543319048386,0.9461364539462824,0.05108645824301977,0.4654724062394675
0.01892012803252796,0.87226417539022,0.9714911241516931,0.027036655863755643,0.4654724062394675
0.055653676057109414,0.8192083342112859,0.9161550995607423,0.07952849391516298,0.4654724062394675
0.01426075055994297,0.8789950735643136,0.9785112946697794,0.020378456455747596,0.4654724062394675
0.04385145275331609,0.9104543054246625,0.9339326486589501,0.062663245998063,0.10694654411006721
0.04604066475356228,0.8330914667579038,0.9306349902855081,0.06579160598387818,0.4654724062394675
0.026064476923263247,0.8619441121665141,0.9607275419914597,0.037245852228459386,0.4654724062394675
0.03570358344827862,0.848021338195021,0.9462064913575517,0.051020029945590906,0.4654724062394675
0.04469083272676144,0.9430705526046064,0.9326682919408128,0.06386271079248479,0.504174704577161
0.11596430454138373,0.8063178504129133,0.8253209319440317,0.16571172187497268,0.10694654411006721
0.8723695244809296,0.0,0.0,0.8927483223387047,0.2027938269055516
0.037333740915715063,0.8456669801114871,0.9437507812100291,0.05334950712328429,0.4654724062394675
0.049236992883221586,0.8284753629161904,0.9258203011611413,0.07035912389499738,0.4654724062394675
0.03957043825062673,0.8424363498138505,0.940381405728685,0.0565457231325745,0.4654724062394675
0.03854574741245975,0.8439162807842882,0.9419250886603613,0.05508145114082935,0.4654724062394675
0.8542396359311458,0.0,0.0,0.9719160068010024,0.30219188245957485
0.029761292686336094,0.8566042411787039,0.955158255561248,0.042528561489521055,0.4654724062394675
0.025063687658612666,0.9519508420041868,0.9622353379026412,0.035815735323648845,0.09211670643890657
0.0272304590225963,0.8602599037565515,0.9589710181384665,0.03891202788587417,0.4654724062394675
0.03772143874728168,0.845106872955689,0.9431667607002359,0.05390352308095486,0.4654724062394675
0.038966992408736134,0.8433080415518966,0.9412904749243488,0.05568340562967172,0.4654724062394675
0.15087600925236316,0.6817068023281213,0.7727452367149147,0.21560016577265867,0.4654724062394675
0.03045998441906561,0.8555950946501624,0.9541056932123042,0.04352698432789631,0.4654724062394675
0.0428638860956887,0.8755709231457457,0.935420357524337,0.06125202405395741,0.5218596440646457
0.11526227647693565,0.636909249097739,0.8263785684778383,0.1647085314550903,0.1105462111800275
0.12549346227537994,0.7183581705782904,0.8109698823011889,0.17932878397320823,0.4654724062394675
0.14515308547275602,0.6899700457170918,0.781363464578107,0.20742217033321303,0.4654724062394675
0.02291425114045037,0.8664945663859348,0.9654735720222576,0.03274421406635969,0.4654724062394675
0.03500070150367063,0.8490366812998844,0.9472653057063437,0.05001561934030635,0.4654724062394675
0.1602972506504322,0.6859805639341074,0.7585569050289988,0.2290630166080781,0.0882961955171222
0.02125602885494493,0.9424945239201493,0.9679718339624088,0.03037463257083567,0.4854244946191413
0.02134034784805028,0.9423727140821624,0.9678447885982241,0.03049512348904987,0.4854244946191413
0.030650313088975645,0.87319536280751,0.9538189606826531,0.04379896191391036,0.0882961955171222
0.035548295636443905,0.8482456817454403,0.946440441551957,0.05079812536221856,0.4654724062394675
0.11096045450904346,0.8050315133434949,0.8328569784269745,0.1585612749495799,0.11410473829701351
0.05508293956006899,0.8200327507898674,0.9170148511512994,0.07871291770802319,0.4654724062394675
0.023841826339415395,0.8651546690185199,0.9640760836378451,0.0340697088726874,0.4654724062394675
0.15980993461191062,0.7430087671415262,0.7592914499663964,0.2283666473230634,0.10694654411006721
0.035251824153151035,0.848673930273963,0.9468870077147226,0.05037447085769159,0.4654724062394675
0.04097670287864896,0.8404053518871039,0.9382631213213632,0.05855525989341687,0.4654724062394675
0.05427622538906646,0.8794098539319473,0.9182298301141606,0.07756013198774098,0.06433301056050555
0.05080194379186981,0.9004160929001775,0.9234631133182268,0.07259542161391624,0.10694654411006721
0.03104579351718295,0.8547490449982844,0.9532232372634966,0.04436409911699429,0.4654724062394675
0.04086574105754881,0.8405654920129644,0.9384302298292799,0.05839669666562358,0.4654724062394675
0.025835414508953214,0.8622750290952492,0.9610726253292098,0.036918524545667075,0.4654724062394675
0.052717082018056916,0.8976501882161639,0.9205784036483808,0.07533213317654014,0.10694654411006721
0.7125382715355096,0.0,0.0,0.8878471635761238,0.005063001531543376
0.0381648343682609,0.8444666379758538,0.9424988498404183,0.05453713057004278,0.4654724062394675
0.02190556852942449,0.9626915279824643,0.9669932246997763,0.031302817655977255,0.08442822361915714
0.11096979435318804,0.7865686065849666,0.8328426272131136,0.15857462148463103,0.07252737120661545
0.8541069066738597,0.0,0.0,0.9161407802930979,0.8702352683358694
0.04175979414349207,0.7968194383622841,0.9370834894689014,0.059674288739367476,0.5544744272699575
0.574708739623827,0.09383924409390289,0.18631674361357242,0.5870112071993492,0.2963352633968126
0.03523616833482929,0.8504503311810344,0.9469105721496663,0.05035209886467423,0.033825072868922224
0.020554549220958118,0.8699032582271523,0.9690286477489468,0.029372225852079492,0.4654724062394675
0.03126785897806833,0.8544282211196226,0.9528886386794092,0.04468142822992954,0.4654724062394675
0.7473176381104575,0.0,0.0,0.7628311581695837,0.9368313345644614
0.04709809114110031,0.8315643265075766,0.9290421683300258,0.06730265671735997,0.4654724062394675
0.0376620012147193,0.8451928732971002,0.9432562745954398,0.05381858749751084,0.4654724062394675
0.1739813169711959,0.672617646044384,0.7379501465204094,0.24861739759827178,0.44537719318081614
0.02093847504973184,0.8693486010579314,0.9684502582145639,0.0299208516590464,0.4654724062394675
0.042770642867706654,0.9114189806139512,0.9355608303298257,0.06111878050178682,0.4854244946191413
0.024476439718793097,0.7680129366348217,0.9631200268890626,0.03497656444550762,0.1105462111800275
0.032578605683845185,0.7563098394531158,0.9509140618947277,0.04655447092539727,0.1105462111800275
0.8542746944981913,0.0,0.0,0.9865078928483888,0.13131175331056966
0.02171791778844695,0.8682227327726625,0.9672758996242146,0.031034666801095845,0.4654724062394675
0.04223423715854874,0.8385890211919071,0.9363687817081295,0.0603522626147554,0.4654724062394675
0.045853762123836794,0.8333616151630697,0.9309166165483127,0.06552452417178728,0.4654724062394675
0.6233766377159534,0.07436584149242764,0.048936006079748795,0.7435998744131513,0.2717408207812346
0.033318463451282865,0.8514662916327007,0.9497995160863126,0.047611719576777844,0.4654724062394675
0.03754289960089002,0.8453648020272397,0.9434357395006951,0.05364839259500359,0.4654724062394675
0.0377659674961055,0.8450425572800915,0.9430996622310838,0.0539671541756242,0.4654724062394675
0.05104845240132416,0.8258592438962222,0.923091752131292,0.07294767971860822,0.4654724062394675
0.1644880153843038,0.6620547167600084,0.7522466747717437,0.23505157354177603,0.4654724062394675
